age,gender,weight_kg,activity_level,purpose,lean_body_mass_kg,bmr,protein_need_per_lean_kg_sedentary,protein_need_per_lean_kg_active,protein_need_per_lean_kg_very_active,protein_per_kg_min,protein_per_kg_moderate,protein_per_kg_max,activity_protein_multiplier,adjusted_protein_need,age_protein_factor,protein_for_age_group,gender_protein_base,protein_gender_adjusted,purpose_protein_multiplier,protein_for_purpose,lean_to_total_ratio,muscle_mass_score,bmr_per_kg,protein_metabolic_need,training_intensity,recovery_protein_need,protein_g
24,Male,59.9,lightly_active,maintain,53.7,1595,85.92,118.14,139.62,47.92,71.88,119.8,1.1,118.14,1,71.88,1.4,83.86,1,107.4,0.896494157,48.14173623,26.62771285,15.95,1,107.4,69
18,Male,77.9,lightly_active,weight_gain,65,1803,104,143,169,62.32,93.48,155.8,1.1,143,1,93.48,1.4,109.06,1.5,195,0.834403081,54.23620026,23.14505777,18.03,2,143,112
43,Female,38,sedentary,maintain,29.5,1003,47.2,64.9,76.7,30.4,45.6,76,0.8,47.2,1,45.6,1.2,45.6,1,59,0.776315789,22.90131579,26.39473684,10.03,0,53.1,50
22,Female,56.8,moderately_active,weight_loss,41.9,1287,67.04,92.18,108.94,45.44,68.16,113.6,1.4,117.32,1,68.16,1.2,68.16,1.3,108.94,0.737676056,30.90862676,22.6584507,12.87,0,75.42,125
48,Male,79.2,sedentary,maintain,60.2,1680,96.32,132.44,156.52,63.36,95.04,158.4,0.8,96.32,1,95.04,1.4,110.88,1,120.4,0.76010101,45.75808081,21.21212121,16.8,0,108.36,95
29,Male,54.9,moderately_active,muscle_gain,48.4,1471,77.44,106.48,125.84,43.92,65.88,109.8,1.4,135.52,1,65.88,1.4,76.86,1,96.8,0.881602914,42.66958106,26.79417122,14.71,2,106.48,121
37,Male,64.1,moderately_active,weight_loss,51,1484,81.6,112.2,132.6,51.28,76.92,128.2,1.4,142.8,1,76.92,1.4,89.74,1.3,132.6,0.795631825,40.57722309,23.15132605,14.84,0,91.8,135
20,Male,76.3,very_active,weight_loss,65.3,1816,104.48,143.66,169.78,61.04,91.56,152.6,1.7,222.02,1,91.56,1.4,106.82,1.3,169.78,0.855832241,55.88584535,23.80078637,18.16,0,117.54,156
27,Male,62,sedentary,maintain,51.8,1518,82.88,113.96,134.68,49.6,74.4,124,0.8,82.88,1,74.4,1.4,86.8,1,103.6,0.835483871,43.27806452,24.48387097,15.18,0,93.24,67
59,Male,84.9,moderately_active,weight_loss,62.8,1734,100.48,138.16,163.28,67.92,101.88,169.8,1.4,175.84,1.2,122.256,1.4,118.86,1.3,163.28,0.739693757,46.45276796,20.42402827,17.34,0,113.04,171
51,Female,55.7,extra_active,muscle_gain,38.2,1175,61.12,84.04,99.32,44.56,66.84,111.4,0.8,61.12,1.2,80.208,1.2,66.84,1,76.4,0.685816876,26.19820467,21.0951526,11.75,0,68.76,114
40,Male,68.4,sedentary,maintain,53.8,1543,86.08,118.36,139.88,54.72,82.08,136.8,0.8,86.08,1,82.08,1.4,95.76,1,107.6,0.786549708,42.31637427,22.55847953,15.43,0,96.84,75
32,Male,66.5,sedentary,weight_loss,51.3,1492,82.08,112.86,133.38,53.2,79.8,133,0.8,82.08,1,79.8,1.4,93.1,1.3,133.38,0.771428571,39.57428571,22.43609023,14.92,0,92.34,136
19,Female,56.9,sedentary,weight_loss,43.4,1332,69.44,95.48,112.84,45.52,68.28,113.8,0.8,69.44,1,68.28,1.2,68.28,1.3,112.84,0.762741652,33.1029877,23.40949033,13.32,0,78.12,111
34,Male,61.6,sedentary,weight_loss,49.8,1463,79.68,109.56,129.48,49.28,73.92,123.2,0.8,79.68,1,73.92,1.4,86.24,1.3,129.48,0.808441558,40.26038961,23.75,14.63,0,89.64,145
32,Female,64,lightly_active,weight_loss,44.3,1334,70.88,97.46,115.18,51.2,76.8,128,1.1,97.46,1,76.8,1.2,76.8,1.3,115.18,0.6921875,30.66390625,20.84375,13.34,0,79.74,148
22,Female,84.5,very_active,muscle_gain,56,1623,89.6,123.2,145.6,67.6,101.4,169,1.7,190.4,1,101.4,1.2,101.4,1,112,0.662721893,37.11242604,19.20710059,16.23,3,134.4,156
19,Male,60.5,moderately_active,weight_loss,51.8,1529,82.88,113.96,134.68,48.4,72.6,121,1.4,145.04,1,72.6,1.4,84.7,1.3,134.68,0.856198347,44.35107438,25.27272727,15.29,0,93.24,142
17,Male,54.9,sedentary,weight_loss,50.3,1534,80.48,110.66,130.78,43.92,65.88,109.8,0.8,80.48,1,65.88,1.4,76.86,1.3,130.78,0.916211293,46.08542805,27.9417122,15.34,0,90.54,121
68,Male,60.8,lightly_active,muscle_gain,45.1,1324,72.16,99.22,117.26,48.64,72.96,121.6,1.1,99.22,1.2,87.552,1.4,85.12,1,90.2,0.741776316,33.45411184,21.77631579,13.24,1,90.2,122
21,Male,80.1,very_active,maintain,65.8,1817,105.28,144.76,171.08,64.08,96.12,160.2,1.7,223.72,1,96.12,1.4,112.14,1,131.6,0.821473159,54.05293383,22.68414482,18.17,3,157.92,82
29,Male,84.3,lightly_active,muscle_gain,64.3,1779,102.88,141.46,167.18,67.44,101.16,168.6,1.1,141.46,1,101.16,1.4,118.02,1,128.6,0.762752076,49.04495848,21.10320285,17.79,1,128.6,168
23,Female,47.1,sedentary,weight_gain,36.9,1187,59.04,81.18,95.94,37.68,56.52,94.2,0.8,59.04,1,56.52,1.2,56.52,1.5,110.7,0.78343949,28.9089172,25.20169851,11.87,0,66.42,77
18,Male,73.9,extra_active,weight_loss,63,1766,100.8,138.6,163.8,59.12,88.68,147.8,0.8,100.8,1,88.68,1.4,103.46,1.3,163.8,0.852503383,53.70771313,23.89715832,17.66,0,113.4,169
44,Male,75,lightly_active,muscle_gain,58.3,1641,93.28,128.26,151.58,60,90,150,1.1,128.26,1,90,1.4,105,1,116.6,0.777333333,45.31853333,21.88,16.41,1,116.6,136
26,Male,56.6,lightly_active,weight_loss,48.9,1468,78.24,107.58,127.14,45.28,67.92,113.2,1.1,107.58,1,67.92,1.4,79.24,1.3,127.14,0.863957597,42.2475265,25.93639576,14.68,0,88.02,118
17,Female,77.2,lightly_active,muscle_gain,54.1,1575,86.56,119.02,140.66,61.76,92.64,154.4,1.1,119.02,1,92.64,1.2,92.64,1,108.2,0.700777202,37.91204663,20.4015544,15.75,1,108.2,160
35,Male,74,lightly_active,maintain,55.6,1585,88.96,122.32,144.56,59.2,88.8,148,1.1,122.32,1,88.8,1.4,103.6,1,111.2,0.751351351,41.77513514,21.41891892,15.85,1,111.2,92
41,Male,75.9,moderately_active,weight_loss,58.7,1650,93.92,129.14,152.62,60.72,91.08,151.8,1.4,164.36,1,91.08,1.4,106.26,1.3,152.62,0.773386034,45.39776021,21.73913043,16.5,0,105.66,154
36,Male,61.8,lightly_active,muscle_gain,50.6,1484,80.96,111.32,131.56,49.44,74.16,123.6,1.1,111.32,1,74.16,1.4,86.52,1,101.2,0.818770227,41.42977346,24.01294498,14.84,1,101.2,128
58,Female,62.3,lightly_active,muscle_gain,36.9,1137,59.04,81.18,95.94,49.84,74.76,124.6,1.1,81.18,1.2,89.712,1.2,74.76,1,73.8,0.592295345,21.85569823,18.25040128,11.37,1,73.8,133
16,Male,67.6,sedentary,muscle_gain,56.3,1620,90.08,123.86,146.38,54.08,81.12,135.2,0.8,90.08,1,81.12,1.4,94.64,1,112.6,0.832840237,46.88890533,23.96449704,16.2,0,101.34,123
20,Female,51.6,lightly_active,muscle_gain,39.6,1246,63.36,87.12,102.96,41.28,61.92,103.2,1.1,87.12,1,61.92,1.2,61.92,1,79.2,0.76744186,30.39069767,24.14728682,12.46,1,79.2,96
42,Female,68.3,very_active,weight_gain,44.3,1330,70.88,97.46,115.18,54.64,81.96,136.6,1.7,150.62,1,81.96,1.2,81.96,1.5,132.9,0.648609078,28.73338214,19.47291362,13.3,6,132.9,119
16,Male,77.3,sedentary,weight_loss,65.1,1808,104.16,143.22,169.26,61.84,92.76,154.6,0.8,104.16,1,92.76,1.4,108.22,1.3,169.26,0.842173351,54.82548512,23.38939198,18.08,0,117.18,154
16,Female,47.1,moderately_active,weight_loss,38.7,1257,61.92,85.14,100.62,37.68,56.52,94.2,1.4,108.36,1,56.52,1.2,56.52,1.3,100.62,0.821656051,31.79808917,26.68789809,12.57,0,69.66,96
29,Male,60.3,sedentary,weight_gain,51.9,1533,83.04,114.18,134.94,48.24,72.36,120.6,0.8,83.04,1,72.36,1.4,84.42,1.5,155.7,0.860696517,44.67014925,25.42288557,15.33,0,93.42,101
55,Female,45.7,sedentary,maintain,32.3,1031,51.68,71.06,83.98,36.56,54.84,91.4,0.8,51.68,1.2,65.808,1.2,54.84,1,64.6,0.70678337,22.82910284,22.56017505,10.31,0,58.14,64
54,Female,73.2,sedentary,muscle_gain,44.9,1342,71.84,98.78,116.74,58.56,87.84,146.4,0.8,71.84,1.2,105.408,1.2,87.84,1,89.8,0.613387978,27.54112022,18.33333333,13.42,0,80.82,153
39,Female,48.8,extra_active,weight_loss,35.5,1124,56.8,78.1,92.3,39.04,58.56,97.6,0.8,56.8,1,58.56,1.2,58.56,1.3,92.3,0.727459016,25.82479508,23.03278689,11.24,0,63.9,98
34,Male,68.1,lightly_active,weight_loss,53,1529,84.8,116.6,137.8,54.48,81.72,136.2,1.1,116.6,1,81.72,1.4,95.34,1.3,137.8,0.778267254,41.24816446,22.45227606,15.29,0,95.4,140
47,Female,82.3,lightly_active,muscle_gain,48.6,1449,77.76,106.92,126.36,65.84,98.76,164.6,1.1,106.92,1,98.76,1.2,98.76,1,97.2,0.590522479,28.69939247,17.60631835,14.49,1,97.2,170
53,Male,87.7,sedentary,maintain,63.4,1749,101.44,139.48,164.84,70.16,105.24,175.4,0.8,101.44,1.2,126.288,1.4,122.78,1,126.8,0.722919042,45.83306727,19.94298746,17.49,0,114.12,105
33,Male,61.3,lightly_active,maintain,50.8,1491,81.28,111.76,132.08,49.04,73.56,122.6,1.1,111.76,1,73.56,1.4,85.82,1,101.6,0.828711256,42.09853181,24.32300163,14.91,1,101.6,73
18,Male,71,moderately_active,muscle_gain,62.2,1761,99.52,136.84,161.72,56.8,85.2,142,1.4,174.16,1,85.2,1.4,99.4,1,124.4,0.876056338,54.49070423,24.8028169,17.61,2,136.84,143
23,Female,55.4,lightly_active,weight_loss,41.8,1293,66.88,91.96,108.68,44.32,66.48,110.8,1.1,91.96,1,66.48,1.2,66.48,1.3,108.68,0.754512635,31.53862816,23.33935018,12.93,0,75.24,122
60,Female,52.4,sedentary,maintain,35.5,1102,56.8,78.1,92.3,41.92,62.88,104.8,0.8,56.8,1.2,75.456,1.2,62.88,1,71,0.677480916,24.05057252,21.03053435,11.02,0,63.9,61
32,Male,55.3,sedentary,maintain,47.6,1438,76.16,104.72,123.76,44.24,66.36,110.6,0.8,76.16,1,66.36,1.4,77.42,1,95.2,0.860759494,40.9721519,26.00361664,14.38,0,85.68,59
26,Male,65.5,moderately_active,maintain,56.4,1631,90.24,124.08,146.64,52.4,78.6,131,1.4,157.92,1,78.6,1.4,91.7,1,112.8,0.861068702,48.56427481,24.90076336,16.31,2,124.08,81
44,Male,69.3,lightly_active,muscle_gain,52.1,1500,83.36,114.62,135.46,55.44,83.16,138.6,1.1,114.62,1,83.16,1.4,97.02,1,104.2,0.751803752,39.16897547,21.64502165,15,1,104.2,135
37,Female,51.3,lightly_active,maintain,37.2,1166,59.52,81.84,96.72,41.04,61.56,102.6,1.1,81.84,1,61.56,1.2,61.56,1,74.4,0.725146199,26.9754386,22.72904483,11.66,1,74.4,61
30,Male,63.1,sedentary,maintain,52.3,1526,83.68,115.06,135.98,50.48,75.72,126.2,0.8,83.68,1,75.72,1.4,88.34,1,104.6,0.828843106,43.34849445,24.18383518,15.26,0,94.14,88
64,Female,59,lightly_active,muscle_gain,35.3,1087,56.48,77.66,91.78,47.2,70.8,118,1.1,77.66,1.2,84.96,1.2,70.8,1,70.6,0.598305085,21.12016949,18.42372881,10.87,1,70.6,111
32,Male,81.1,lightly_active,maintain,63.8,1766,102.08,140.36,165.88,64.88,97.32,162.2,1.1,140.36,1,97.32,1.4,113.54,1,127.6,0.786683107,50.19038224,21.7755857,17.66,1,127.6,100
35,Female,41.2,very_active,weight_loss,32.4,1085,51.84,71.28,84.24,32.96,49.44,82.4,1.7,110.16,1,49.44,1.2,49.44,1.3,84.24,0.786407767,25.47961165,26.33495146,10.85,0,58.32,94
32,Male,56.3,lightly_active,muscle_gain,49.4,1492,79.04,108.68,128.44,45.04,67.56,112.6,1.1,108.68,1,67.56,1.4,78.82,1,98.8,0.877442274,43.34564831,26.5008881,14.92,1,98.8,110
17,Male,62.9,moderately_active,weight_loss,54.6,1595,87.36,120.12,141.96,50.32,75.48,125.8,1.4,152.88,1,75.48,1.4,88.06,1.3,141.96,0.868044515,47.39523052,25.35771065,15.95,0,98.28,138
30,Male,63,very_active,weight_gain,54.2,1584,86.72,119.24,140.92,50.4,75.6,126,1.7,184.28,1,75.6,1.4,88.2,1.5,162.6,0.86031746,46.62920635,25.14285714,15.84,6,162.6,96
29,Female,64.3,lightly_active,maintain,44.5,1340,71.2,97.9,115.7,51.44,77.16,128.6,1.1,97.9,1,77.16,1.2,77.16,1,89,0.692068429,30.7970451,20.83981337,13.4,1,89,70
30,Female,50.3,sedentary,weight_loss,37.4,1180,59.84,82.28,97.24,40.24,60.36,100.6,0.8,59.84,1,60.36,1.2,60.36,1.3,97.24,0.743538767,27.8083499,23.45924453,11.8,0,67.32,104
32,Male,84.1,sedentary,maintain,62.1,1733,99.36,136.62,161.46,67.28,100.92,168.2,0.8,99.36,1,100.92,1.4,117.74,1,124.2,0.738406659,45.85505351,20.60642093,17.33,0,111.78,110
33,Female,44.5,extra_active,maintain,32.8,1062,52.48,72.16,85.28,35.6,53.4,89,0.8,52.48,1,53.4,1.2,53.4,1,65.6,0.737078652,24.17617978,23.86516854,10.62,0,59.04,54
20,Female,63.5,lightly_active,muscle_gain,46.9,1408,75.04,103.18,121.94,50.8,76.2,127,1.1,103.18,1,76.2,1.2,76.2,1,93.8,0.738582677,34.63952756,22.17322835,14.08,1,93.8,136
19,Female,54.2,sedentary,maintain,42.2,1312,67.52,92.84,109.72,43.36,65.04,108.4,0.8,67.52,1,65.04,1.2,65.04,1,84.4,0.778597786,32.85682657,24.20664207,13.12,0,75.96,61
18,Female,73,lightly_active,weight_gain,53.9,1571,86.24,118.58,140.14,58.4,87.6,146,1.1,118.58,1,87.6,1.2,87.6,1.5,161.7,0.738356164,39.79739726,21.52054795,15.71,2,118.58,126
33,Male,72.9,extra_active,weight_loss,57.6,1631,92.16,126.72,149.76,58.32,87.48,145.8,0.8,92.16,1,87.48,1.4,102.06,1.3,149.76,0.790123457,45.51111111,22.37311385,16.31,0,103.68,172
33,Male,75.1,sedentary,muscle_gain,58.1,1641,92.96,127.82,151.06,60.08,90.12,150.2,0.8,92.96,1,90.12,1.4,105.14,1,116.2,0.773635153,44.9482024,21.85086551,16.41,0,104.58,147
28,Female,48.1,lightly_active,maintain,35.4,1127,56.64,77.88,92.04,38.48,57.72,96.2,1.1,77.88,1,57.72,1.2,57.72,1,70.8,0.735966736,26.05322245,23.43035343,11.27,1,70.8,66
24,Female,71.3,sedentary,muscle_gain,49.3,1459,78.88,108.46,128.18,57.04,85.56,142.6,0.8,78.88,1,85.56,1.2,85.56,1,98.6,0.6914446,34.08821879,20.4628331,14.59,0,88.74,153
27,Female,61.8,lightly_active,maintain,44.6,1347,71.36,98.12,115.96,49.44,74.16,123.6,1.1,98.12,1,74.16,1.2,74.16,1,89.2,0.721682848,32.18705502,21.7961165,13.47,1,89.2,64
29,Male,70.5,moderately_active,maintain,59.6,1692,95.36,131.12,154.96,56.4,84.6,141,1.4,166.88,1,84.6,1.4,98.7,1,119.2,0.845390071,50.38524823,24,16.92,2,131.12,90
50,Male,61.6,lightly_active,weight_loss,48.4,1419,77.44,106.48,125.84,49.28,73.92,123.2,1.1,106.48,1.2,88.704,1.4,86.24,1.3,125.84,0.785714286,38.02857143,23.03571429,14.19,0,87.12,141
38,Female,67.1,extra_active,weight_loss,45.1,1350,72.16,99.22,117.26,53.68,80.52,134.2,0.8,72.16,1,80.52,1.2,80.52,1.3,117.26,0.672131148,30.31311475,20.11922504,13.5,0,81.18,136
47,Female,68.1,moderately_active,muscle_gain,42.1,1275,67.36,92.62,109.46,54.48,81.72,136.2,1.4,117.88,1,81.72,1.2,81.72,1,84.2,0.618208517,26.02657856,18.72246696,12.75,2,92.62,132
31,Female,52.2,extra_active,maintain,39.9,1250,63.84,87.78,103.74,41.76,62.64,104.4,0.8,63.84,1,62.64,1.2,62.64,1,79.8,0.764367816,30.49827586,23.94636015,12.5,0,71.82,70
44,Female,67.4,lightly_active,weight_gain,44,1320,70.4,96.8,114.4,53.92,80.88,134.8,1.1,96.8,1,80.88,1.2,80.88,1.5,132,0.652818991,28.72403561,19.58456973,13.2,2,96.8,106
31,Female,38,sedentary,maintain,29.8,1013,47.68,65.56,77.48,30.4,45.6,76,0.8,47.68,1,45.6,1.2,45.6,1,59.6,0.784210526,23.36947368,26.65789474,10.13,0,53.64,50
28,Male,61.8,sedentary,weight_gain,52.5,1541,84,115.5,136.5,49.44,74.16,123.6,0.8,84,1,74.16,1.4,86.52,1.5,157.5,0.849514563,44.59951456,24.93527508,15.41,0,94.5,98
28,Male,64,sedentary,weight_gain,51.3,1499,82.08,112.86,133.38,51.2,76.8,128,0.8,82.08,1,76.8,1.4,89.6,1.5,153.9,0.8015625,41.12015625,23.421875,14.99,0,92.34,98
68,Female,48,moderately_active,weight_loss,31.1,974,49.76,68.42,80.86,38.4,57.6,96,1.4,87.08,1.2,69.12,1.2,57.6,1.3,80.86,0.647916667,20.15020833,20.29166667,9.74,0,55.98,110
32,Female,65.4,sedentary,weight_gain,42.6,1295,68.16,93.72,110.76,52.32,78.48,130.8,0.8,68.16,1,78.48,1.2,78.48,1.5,127.8,0.651376147,27.74862385,19.80122324,12.95,0,76.68,104
32,Male,72.2,moderately_active,weight_gain,56.9,1617,91.04,125.18,147.94,57.76,86.64,144.4,1.4,159.32,1,86.64,1.4,101.08,1.5,170.7,0.788088643,44.84224377,22.39612188,16.17,4,147.94,109
45,Male,58.6,lightly_active,muscle_gain,48.2,1430,77.12,106.04,125.32,46.88,70.32,117.2,1.1,106.04,1,70.32,1.4,82.04,1,96.4,0.822525597,39.64573379,24.40273038,14.3,1,96.4,128
16,Female,62.3,sedentary,weight_loss,45.6,1379,72.96,100.32,118.56,49.84,74.76,124.6,0.8,72.96,1,74.76,1.2,74.76,1.3,118.56,0.731942215,33.37656501,22.13483146,13.79,0,82.08,118
67,Male,61.1,moderately_active,weight_gain,46.5,1364,74.4,102.3,120.9,48.88,73.32,122.2,1.4,130.2,1.2,87.984,1.4,85.54,1.5,139.5,0.761047463,35.38870704,22.32405892,13.64,4,120.9,89
37,Male,70.2,sedentary,muscle_gain,56,1597,89.6,123.2,145.6,56.16,84.24,140.4,0.8,89.6,1,84.24,1.4,98.28,1,112,0.797720798,44.67236467,22.74928775,15.97,0,100.8,152
36,Female,66.6,lightly_active,weight_loss,44.6,1340,71.36,98.12,115.96,53.28,79.92,133.2,1.1,98.12,1,79.92,1.2,79.92,1.3,115.96,0.66966967,29.86726727,20.12012012,13.4,0,80.28,156
31,Female,57.9,moderately_active,muscle_gain,39.8,1225,63.68,87.56,103.48,46.32,69.48,115.8,1.4,111.44,1,69.48,1.2,69.48,1,79.6,0.687392055,27.3582038,21.15716753,12.25,2,87.56,122
29,Female,55.8,moderately_active,weight_loss,40.7,1256,65.12,89.54,105.82,44.64,66.96,111.6,1.4,113.96,1,66.96,1.2,66.96,1.3,105.82,0.729390681,29.68620072,22.50896057,12.56,0,73.26,105
46,Male,75.9,moderately_active,muscle_gain,59.6,1671,95.36,131.12,154.96,60.72,91.08,151.8,1.4,166.88,1,91.08,1.4,106.26,1,119.2,0.785243742,46.80052701,22.01581028,16.71,2,131.12,159
22,Female,44.6,moderately_active,weight_gain,35.4,1159,56.64,77.88,92.04,35.68,53.52,89.2,1.4,99.12,1,53.52,1.2,53.52,1.5,106.2,0.793721973,28.09775785,25.98654709,11.59,4,92.04,65
53,Male,77.2,lightly_active,weight_gain,57.4,1614,91.84,126.28,149.24,61.76,92.64,154.4,1.1,126.28,1.2,111.168,1.4,108.08,1.5,172.2,0.743523316,42.67823834,20.90673575,16.14,2,126.28,110
49,Male,82.5,lightly_active,maintain,60.4,1683,96.64,132.88,157.04,66,99,165,1.1,132.88,1,99,1.4,115.5,1,120.8,0.732121212,44.22012121,20.4,16.83,1,120.8,93
38,Female,79.8,very_active,muscle_gain,49.5,1467,79.2,108.9,128.7,63.84,95.76,159.6,1.7,168.3,1,95.76,1.2,95.76,1,99,0.620300752,30.70488722,18.38345865,14.67,3,118.8,166
21,Female,52.8,very_active,maintain,40.4,1264,64.64,88.88,105.04,42.24,63.36,105.6,1.7,137.36,1,63.36,1.2,63.36,1,80.8,0.765151515,30.91212121,23.93939394,12.64,3,96.96,60
20,Female,66.9,sedentary,weight_loss,48,1430,76.8,105.6,124.8,53.52,80.28,133.8,0.8,76.8,1,80.28,1.2,80.28,1.3,124.8,0.717488789,34.43946188,21.37518685,14.3,0,86.4,149
16,Female,64.7,extra_active,weight_gain,47.1,1414,75.36,103.62,122.46,51.76,77.64,129.4,0.8,75.36,1,77.64,1.2,77.64,1.5,141.3,0.72797527,34.28763524,21.85471406,14.14,0,84.78,115
49,Female,57.5,very_active,weight_loss,39.6,1210,63.36,87.12,102.96,46,69,115,1.7,134.64,1,69,1.2,69,1.3,102.96,0.688695652,27.27234783,21.04347826,12.1,0,71.28,124
19,Male,77.6,moderately_active,weight_loss,63.7,1773,101.92,140.14,165.62,62.08,93.12,155.2,1.4,178.36,1,93.12,1.4,108.64,1.3,165.62,0.820876289,52.28981959,22.84793814,17.73,0,114.66,141
27,Male,55.3,lightly_active,muscle_gain,47.7,1442,76.32,104.94,124.02,44.24,66.36,110.6,1.1,104.94,1,66.36,1.4,77.42,1,95.4,0.862567812,41.14448463,26.07594937,14.42,1,95.4,100
24,Male,64.9,lightly_active,muscle_gain,53.6,1556,85.76,117.92,139.36,51.92,77.88,129.8,1.1,117.92,1,77.88,1.4,90.86,1,107.2,0.825885978,44.26748844,23.97534669,15.56,1,107.2,121
63,Male,69.6,very_active,muscle_gain,50.6,1454,80.96,111.32,131.56,55.68,83.52,139.2,1.7,172.04,1.2,100.224,1.4,97.44,1,101.2,0.727011494,36.78678161,20.8908046,14.54,3,121.44,144
24,Female,66.3,sedentary,weight_loss,48,1431,76.8,105.6,124.8,53.04,79.56,132.6,0.8,76.8,1,79.56,1.2,79.56,1.3,124.8,0.7239819,34.75113122,21.58371041,14.31,0,86.4,132
44,Male,75.9,moderately_active,muscle_gain,57.4,1619,91.84,126.28,149.24,60.72,91.08,151.8,1.4,160.72,1,91.08,1.4,106.26,1,114.8,0.756258235,43.40922266,21.33069829,16.19,2,126.28,148
51,Female,55.8,sedentary,muscle_gain,38.2,1173,61.12,84.04,99.32,44.64,66.96,111.6,0.8,61.12,1.2,80.352,1.2,66.96,1,76.4,0.684587814,26.15125448,21.02150538,11.73,0,68.76,108
69,Female,52.5,lightly_active,muscle_gain,31.7,984,50.72,69.74,82.42,42,63,105,1.1,69.74,1.2,75.6,1.2,63,1,63.4,0.603809524,19.1407619,18.74285714,9.84,1,63.4,102
31,Female,56.2,sedentary,weight_gain,40.8,1256,65.28,89.76,106.08,44.96,67.44,112.4,0.8,65.28,1,67.44,1.2,67.44,1.5,122.4,0.725978648,29.61992883,22.34875445,12.56,0,73.44,93
48,Male,61.8,extra_active,weight_loss,49.9,1464,79.84,109.78,129.74,49.44,74.16,123.6,0.8,79.84,1,74.16,1.4,86.52,1.3,129.74,0.807443366,40.29142395,23.68932039,14.64,0,89.82,133
28,Female,42.3,sedentary,weight_gain,31.6,1038,50.56,69.52,82.16,33.84,50.76,84.6,0.8,50.56,1,50.76,1.2,50.76,1.5,94.8,0.747044917,23.60661939,24.53900709,10.38,0,56.88,74
56,Male,68.7,moderately_active,weight_loss,52.5,1505,84,115.5,136.5,54.96,82.44,137.4,1.4,147,1.2,98.928,1.4,96.18,1.3,136.5,0.76419214,40.12008734,21.90684134,15.05,0,94.5,164
68,Male,54.5,lightly_active,weight_loss,41,1230,65.6,90.2,106.6,43.6,65.4,109,1.1,90.2,1.2,78.48,1.4,76.3,1.3,106.6,0.752293578,30.8440367,22.56880734,12.3,0,73.8,126
16,Female,45.5,moderately_active,muscle_gain,36.2,1176,57.92,79.64,94.12,36.4,54.6,91,1.4,101.36,1,54.6,1.2,54.6,1,72.4,0.795604396,28.80087912,25.84615385,11.76,2,79.64,96
61,Male,75.8,lightly_active,muscle_gain,55.9,1576,89.44,122.98,145.34,60.64,90.96,151.6,1.1,122.98,1.2,109.152,1.4,106.12,1,111.8,0.737467018,41.22440633,20.79155673,15.76,1,111.8,148
19,Male,69.5,extra_active,maintain,58.8,1675,94.08,129.36,152.88,55.6,83.4,139,0.8,94.08,1,83.4,1.4,97.3,1,117.6,0.846043165,49.74733813,24.10071942,16.75,0,105.84,95
21,Female,42.7,moderately_active,muscle_gain,34.2,1134,54.72,75.24,88.92,34.16,51.24,85.4,1.4,95.76,1,51.24,1.2,51.24,1,68.4,0.800936768,27.39203747,26.55737705,11.34,2,75.24,83
65,Male,82.9,moderately_active,weight_loss,54.8,1558,87.68,120.56,142.48,66.32,99.48,165.8,1.4,153.44,1.2,119.376,1.4,116.06,1.3,142.48,0.661037394,36.22484922,18.79372738,15.58,0,98.64,152
18,Female,59.5,very_active,muscle_gain,43.3,1323,69.28,95.26,112.58,47.6,71.4,119,1.7,147.22,1,71.4,1.2,71.4,1,86.6,0.727731092,31.5107563,22.23529412,13.23,3,103.92,119
29,Female,56.2,sedentary,muscle_gain,41,1263,65.6,90.2,106.6,44.96,67.44,112.4,0.8,65.6,1,67.44,1.2,67.44,1,82,0.729537367,29.91103203,22.47330961,12.63,0,73.8,107
26,Female,40,lightly_active,weight_gain,31.6,1063,50.56,69.52,82.16,32,48,80,1.1,69.52,1,48,1.2,48,1.5,94.8,0.79,24.964,26.575,10.63,2,69.52,64
23,Male,71.8,moderately_active,muscle_gain,60.8,1718,97.28,133.76,158.08,57.44,86.16,143.6,1.4,170.24,1,86.16,1.4,100.52,1,121.6,0.846796657,51.48523677,23.9275766,17.18,2,133.76,149
31,Male,60.7,sedentary,maintain,50.3,1481,80.48,110.66,130.78,48.56,72.84,121.4,0.8,80.48,1,72.84,1.4,84.98,1,100.6,0.828665568,41.68187809,24.39868204,14.81,0,90.54,82
54,Female,42.8,moderately_active,muscle_gain,30,969,48,66,78,34.24,51.36,85.6,1.4,84,1.2,61.632,1.2,51.36,1,60,0.700934579,21.02803738,22.64018692,9.69,2,66,81
33,Male,63,moderately_active,weight_loss,53.8,1571,86.08,118.36,139.88,50.4,75.6,126,1.4,150.64,1,75.6,1.4,88.2,1.3,139.88,0.853968254,45.94349206,24.93650794,15.71,0,96.84,148
25,Female,60.8,moderately_active,weight_loss,42.9,1306,68.64,94.38,111.54,48.64,72.96,121.6,1.4,120.12,1,72.96,1.2,72.96,1.3,111.54,0.705592105,30.26990132,21.48026316,13.06,0,77.22,146
49,Female,56.5,extra_active,maintain,38.5,1181,61.6,84.7,100.1,45.2,67.8,113,0.8,61.6,1,67.8,1.2,67.8,1,77,0.681415929,26.23451327,20.90265487,11.81,0,69.3,61
50,Female,69.9,extra_active,weight_gain,44,1319,70.4,96.8,114.4,55.92,83.88,139.8,0.8,70.4,1.2,100.656,1.2,83.88,1.5,132,0.629470672,27.69670959,18.86981402,13.19,0,79.2,108
